Title,Abstract,Author Keywords,Index Keywords
Advancing Agricultural Production With Machine Learning Analytics: Yield Determinants for California’s Almond Orchards,"Agricultural productivity is subject to various stressors, including abiotic and biotic threats, many of which are exacerbated by a changing climate, thereby affecting long-term sustainability. The productivity of tree crops such as almond orchards, is particularly complex. To understand and mitigate these threats requires a collection of multi-layer large data sets, and advanced analytics is also critical to integrate these highly heterogeneous datasets to generate insights about the key constraints on the yields at tree and field scales. Here we used a machine learning approach to investigate the determinants of almond yield variation in California’s almond orchards, based on a unique 10-year dataset of field measurements of light interception and almond yield along with meteorological data. We found that overall the maximum almond yield was highly dependent on light interception, e.g., with each one percent increase in light interception resulting in an increase of 57.9 lbs/acre in the potential yield. Light interception was highest for mature sites with higher long term mean spring incoming solar radiation (SRAD), and lowest for younger orchards when March maximum temperature was lower than 19°C. However, at any given level of light interception, actual yield often falls significantly below full yield potential, driven mostly by tree age, temperature profiles in June and winter, summer mean daily maximum vapor pressure deficit (VPDmax), and SRAD. Utilizing a full random forest model, 82% (±1%) of yield variation could be explained when using a sixfold cross validation, with a RMSE of 480 ± 9 lbs/acre. When excluding light interception from the predictors, overall orchard characteristics (such as age, location, and tree density) and inclusive meteorological variables could still explain 78% of yield variation. The model analysis also showed that warmer winter conditions often limited mature orchards from reaching maximum yield potential and summer VPDmax beyond 40 hPa significantly limited the yield. Our findings through the machine learning approach improved our understanding of the complex interaction between climate, canopy light interception, and almond nut production, and demonstrated a relatively robust predictability of almond yield. This will ultimately benefit data-driven climate adaptation and orchard nutrient management approaches. © Copyright © 2020 Jin, Chen, Lampinen and Brown.",artificial intelligence; big data; light interceptioon; nutrient management; Prunus dulcis; yield gap,
Trondheim revisited: From directory services to big data,"""A Directory Service contains information about organizations, services and, most important for this article, people. When a Directory contains personal data, the processing of this data, can conflict with a person's right to informational privacy. There are two EC directives concerning data protection, named SYN287 and SYN288. The SYN287 defines amongst others the circumstances under which processing of personal data is allowed. This article focusses on the matters of interest relevant when applying the rules to Directory Services. It describes why a balance has to be found between providing personal data in order to facilitate easy communication and withholding data because it concerns the privacy of the data subject."" The paragraphs above are part of the abstract that was submitted by us, exactly 25 years ago for the TNC predecessor JENC 1993 in Trondheim. Over the last 25 years, technology has transformed our services, our work and our lives in ways we could not have imagined in 1993. From local to the cloud. From limited data sets to (meta)data collected by services and social media we use every day. From a relative innocent phenomenon as Directory Services to big data and advanced data analysis. During this 25 years the concept of privacy was subject to debate. The unrestrained sharing of personal data on social media led to the statement that privacy is dead (and we better get used to it). Others approached privacy as a monetary transactional concept, or as primarily a contextual concept. In the past 25 years there were times with little or no interest in privacy, there were moments of glory (the Max Schrems court ruling) up to a lively privacy discussion today. Data protection law also evolved during the years. In an attempt to ensure our privacy the EU adopted the General Data Protection Regulation (GDPR) in 2016. From a EU legislative point of view one of the greatest achievements in recent years. With thanks to the Snowden revelations in 2013, that gave at a critical moment a push in the right - privacy protecting - direction. The Regulation replaces the Data Protection Directive we discussed in 1993 (adopted in 1995) which already aimed at a high standard of data protection but lacked the accountability and enforcement principles of the Regulation. In an attempt to keep up with the technical and social developments the GDPR requires transparency in automated decision-making systems, implementation of privacy by design principles and risks assessments. What we need to protect is no longer the relative static personal data stored in a database but our behavioural data, gathered from websites and applications. We need protection against incomprehensible and not transparent algorithms resulting in decisions that have an impact on our lives. We have to deal with the challenges related to mass-surveillance, big data, online behavioural advertising and cybersecurity. Within our community of Education and Research we see the impact of these developments. Of course we still have to deal with our online (Directory) Services with care, but the privacy challenges of the moment are completely different from those of 1993. Think of the data gathered for learning analytics, automatic decision making based on study application procedures or the combining of large datasets for research which takes away the anonymity of data and goes beyond initial defined purposes. Data protection principles and regulation alone are not sufficient to protect our privacy. Those principles were relatively easy to apply 25 years ago on Directory Services. Today's practice makes this a lot more challenging. If data minimisation is a principle, how to deal with the European Open Science Cloud and the resulting big data? If purpose limitation is a restriction how to deal with open data access and research combining sets of data without knowing beforehand which correlations or hypotheses can be found? The presentation discusses the development of the concept of privacy, the applicable rules and today's practice. If we take the protection of privacy seriously we should not treat it solely as a compliance issue. To answer the above questions, we need the discussion with and participation of the inventive and creative minds within the NREN community. © TNC 2018 - Intelligent Networks, Cool Edges.All right reserved.",Big data; Data protection; Data Protection regulation; Directory Service; Privacy principles,Behavioral research; Data Sharing; Decision making; Intelligent networks; Large dataset; Laws and legislation; Privacy by design; Social networking (online); Application procedures; Automated decision making systems; Data Protection Directive; Education and researches; General data protection regulations; Informational privacies; Protection of privacy; Protection principle; Open Data
Assisting Education through RealTime Learner Analytics,"Learning analytics has been dominating the education arena for these last few years as the efficacy and applicability of big data in general has been recognized, appreciated and fruitfully employed. Such analytics can assist and support higher education learners to optimize their interaction with available resources, while providing crucial insights on their learning behaviour and study processes. In this paper, we present a case study of how we employ an online environment with mature students within an ambient intelligent classroom. The specifically designed learning space makes use of a number of strategically positioned sensors that provide explicit data to the underlying intelligent system that forms part of the associated online portal. Physically present and remotely connected learners have access to their personalised learning environment that depends on their academic needs, progress, position in class, and the other learners in their group or vicinity. The ambient intelligent system coordinates the interaction between all the students and teacher who is present in class. A real-time machine learning application to detect learners' levels of attention and participation makes use of sensory data generated together with other learning data collected from the portal that collectively assists in the learning analysis process that is looped back to the learners' learning environment, as well as to the educator, in an attempt to improve the delivery and the entire educational process. We report on several issues encountered together with accuracy and reliability concerns as we draw a number of conclusions and offer recommendations. © 2018 IEEE.",Assessment visualisation; Aster plot; Elearning; Learning analytics; Online education platform,Ambient intelligence; Computer aided instruction; Intelligent systems; Learning systems; Sensory analysis; Students; Ambient intelligent; Ambient intelligent systems; Aster plot; Learning analytics; Learning environments; On-line education; Online environments; Personalised learning; E-learning
A social learning analytics approach to cognitive apprenticeship,"The need for graduates who are immediately prepared for employment has been widely advocated over the last decade to narrow the notorious gap between industry and higher education. Current instructional methods in formal higher education claim to deliver career-ready graduates, yet industry managers argue their imminent workforce needs are not completely met. From the candidates view, formal academic path is well defined through standard curricula, but their career path and supporting professional competencies are not confidently asserted. In this paper, we adopt a data analytics approach combined with contemporary social computing techniques to measure, instil, and track the development of professional competences of learners in higher education. We propose to augment higher-education systems with a virtual learning environment made-up of three major successive layers: (1) career readiness, to assert general professional dispositions, (2) career prediction to identify and nurture confidence in a targeted domain of employment, and (3) a career development process to raise the skills that are relevant to the predicted profession. We analyze self-declared career readiness data as well as standard individual learner profiles which include career interests and domain-related qualifications. Using these combinations of data sources, we categorize learners into Communities of Practice (CoPs), within which learners thrive collaboratively to build further their career readiness and assert their professional confidence. Towards these perspectives, we use a judicious clustering algorithm that utilizes a fuzzy-logic objective function which addresses issues pertaining to overlapping domains of career interests. Our proposed Fuzzy Pairwise-constraints K-Means (FCKM) algorithm is validated empirically using a two-dimensional synthetic dataset. The experimental results show improved performance of our clustering approach compared to baseline methods. © 2015, Abu Khousa et al.",Big data; Career readiness; Clustering; Community of practice; Computational science; Fuzzy logic; Learning analytics; Social networks,
A machine learning model on virtual university of senegal’s educational data based on lambda architecture.,"Nowadays, a new form of learning has emerged in higher education. This is e-Learning. Lessons are taught on a Learning Content Management Systems (LCMS). These platforms generate a large variety of data at very high speed. This massive data comes from the interactions between the system and the users and between the users themselves (Learners, Tutors, Teachers, administrative Agents). Since 2013, UVS (Virtual University of Senegal), a digital university that offers distance learning through Moodle and Blackboard Collaborate platforms, has emerged. In terms of statistics, it has 29340 students, more than 400 active Tutors and 1000 courses. As a result, a large volume of data is generated on its learning platforms. In this article, we have set up an architecture allowing us to execute all types of queries on all data from platforms (historical data and real-time data) in order to set up intelligent systems capable of improving learning in this university. We then set up a machine learning model as a use case which is based on multiple regression in order to predict the most influential learning objects on the learners’ final mark according to his learning activities. © 2020 Institute of Advanced Engineering and Science (IAES). All Rights Reserved.",Big data educational; Higher education; Lambda architecture; Learning analytics; Machine learning,
Utilizing student time series behaviour in learning management systems for early prediction of course performance,"Predictive analytics in higher education has become increasingly popular in recent years with the growing availability of educational big data. Particularly, a wealth of student activity data is available from learning management systems (LMSs) in most academic institutions. However, previous investigations into predictive analytics in higher education using LMS activity data did not adequatelyaccommodate student behaviours in the form of time series. In this study, we have applied a deep learning approach — long short-term memory (LSTM) networks — to analyze student online temporal behaviours using their LMS data for the early prediction of course performance. To reveal the potential of the deep learning approach in predictive analytics, we compared LSTM networks with eight conventional machine-learning classifiers in terms of the prediction performance as measured by the area under the ROC (receiver operating characteristic) curve (AUC) scores. Results indicate that using the deep learning approach, time series information about click frequencies successfully provided early detection of at-risk students with moderate prediction accuracy. In addition, the deep learning approach showed higher prediction performance and stronger generalizability than the machine learning classifiers. © 2020, UTS ePRESS. All rights reserved.",Learning analytics; Learning management system; Long short-term memory network; LSTM; Machine learning; Predictive analytics,
Towards developing an effective algorithm visualization tool for online learning,"Although many Algorithm Visualization (AV) tools are available online, most of them are not effective in helping students to learn algorithm and data structures. The reasons for this may be the poor design consideration of the tools to fulfill the learners' needs in terms of pedagogy, usability, and accessibility. This paper reports a work-in-progress research project at Athabasca University on developing an effective algorithm visualization tool for online learning. We analyze the pedagogy, usability, and accessibility goals and their respective features for the online learners and examines how the visualization and user interaction principals can help to achieve these goals in the design process of an effective AV tool. We present a review of the related literature to highlight current and past researches and illustrate the need for better user experience design in AV tools. We then identify the online learners' needs and the context of their activities to design a usable, useful, effective, and pleasurable interactive AV tool. Such a tool can fulfill the pedagogy, usability, and accessibility goals for the online learners. © 2018 IEEE.",Algorithm visualization; Interaction design; Learning analytics; Online learning; Students' engagement,Big data; Data visualization; Learning algorithms; Smart city; Trusted computing; Ubiquitous computing; User interfaces; Visualization; Algorithm visualization; Interaction design; Learning analytics; Online learning; Students' engagements; E-learning
Hybrid Analysis of Audience Gaze and Constitutive Features of Slides for Extracting the Defective Portions from Presentation Slides,"The need for training students in presentation skills has been proposed. Skills in the creation, elaboration of slides are particularly important but it is actually difficult to train students in such skills. It is important for students to properly understand defective portions in slides so that they can polish the slides by themselves. However, it is difficult for novices to detect defective portions, it generally depends on individual work by experienced people such as professors. Such work imposes a huge burden on professors, prevents detailed guidance including the linkage of oral explanations, gestures, slide descriptions. This research was aimed at developing a mechanism for extracting the defective portions in slides, providing them to students on the basis of hybrid analysis of two promising sources: (1) constitutive features being inherent in the slide data, (2) audiences' visual tracking behaviors of slide content. This paper mainly describes methods of extracting candidates for problems from presentation slides that inhibit understanding by audiences on the basis of constitutive features of slides, audience gaze. © 2016 IEEE.",Audience gaze; Defective portion in presentation slides; Learning analytics; Slide constitutive feature; Slide elaboration support,Education; Personnel training; Students; Trusted computing; Ubiquitous computing; Audience gaze; Experienced people; Learning analytics; Oral explanations; Presentation skills; Presentation slides; Slide constitutive feature; Training students; Big data
Opinion mining from student feedback data using supervised learning algorithms,"This paper explores opinion mining using supervised learning algorithms to find the polarity of the student feedback based on pre-defined features of teaching and learning. The study conducted involves the application of a combination of machine learning and natural language processing techniques on student feedback data gathered from module evaluation survey results of Middle East College, Oman. In addition to providing a step by step explanation of the process of implementation of opinion mining from student comments using the open source data analytics tool Rapid Miner, this paper also presents a comparative performance study of the algorithms like SVM, Naïve Bayes, K Nearest Neighbor and Neural Network classifier. The data set extracted from the survey is subjected to data preprocessing which is then used to train the algorithms for binomial classification. The trained models are also capable of predicting the polarity of the student comments based on extracted features like examination, teaching etc. The results are compared to find the better performance with respect to various evaluation criteria for the different algorithms. © 2016 IEEE.",Learning Analytics; Machine Learning; Natural Language Processing; Opinion mining; Rapid Miner; Sentiment analysis; Supervised learning; Text Analytics,Algorithms; Artificial intelligence; Big data; Classification (of information); Computational linguistics; Data mining; Learning systems; Miners; Natural language processing systems; Nearest neighbor search; Students; Supervised learning; Surveys; Learning Analytics; NAtural language processing; Opinion mining; Sentiment analysis; Text analytics; Learning algorithms
"Digital education governance: data visualization, predictive analytics, and ‘real-time’ policy instruments","Educational institutions and governing practices are increasingly augmented with digital database technologies that function as new kinds of policy instruments. This article surveys and maps the landscape of digital policy instrumentation in education and provides two detailed case studies of new digital data systems. The Learning Curve is a massive online data bank, produced by Pearson Education, which deploys highly sophisticated digital interactive data visualizations to construct knowledge about education systems. The second case considers ‘learning analytics’ platforms that enable the tracking and predicting of students’ performances through their digital data traces. These digital policy instruments are evidence of how digital database instruments and infrastructures are now at the centre of efforts to know, govern and manage education both nationally and globally. The governing of education, augmented by techniques of digital education governance, is being distributed and displaced to new digitized ‘centres of calculation’, such as Pearson and Knewton, with the technical expertise to calculate and visualize the data, plus the predictive analytics capacities to anticipate and pre-empt educational futures. As part of a data-driven style of governing, these emerging digital policy instruments prefigure the emergence of ‘real-time’ and ‘future-tense’ techniques of digital education governance. © 2015 The Author(s). Published by Taylor & Francis.",big data; database; governance; infrastructure; policy instruments; predictive analytics; visualization,
EAGER adopters in education: Strategic plan ideas for integrating instructional technology,"Strategic plans for teaching and learning are essential, however, they tend to focus on moving a mass of stakeholders along an agreeable path. The strategy is necessary and sensible, although many times, these plans miss a key audience important to the future of education, the eager adopters. Previously, this group was called ""early adopters"", however, I believe that the time in which educators become involved is not as important as their eagerness. This philosophy follows Thoreau's notion that, ""If a man loses pace with his companions, perhaps it is because he hears a different drummer."" It is those, who hear different drummers that may appear to be tangent to institutional missions, although they may actually be leading initiatives, which the institution may eventually adopt. Some of the eager ideas which will be shared in this paper include Social Emotional Competency, Digital Content Creation Ecosystems, MOOCs, play with purpose maker economy fabrication labs, Scholarship of Teaching and Learning, big data learning analytics, wearable technology, the quantifiable self, the internet of things, and mobile learning. The paper describes these eager adopter ideas aligned to the 2014 NMC Horizon report; eager adopter philosophies; and eager adopter questions to help initiate and guide strategic planning discussions.",Eager adopters; Instructional technology; Mobile learning; Strategic plans; Technology,
Raspberry PI and role of IoT in Education,"In this era of high and fast-moving technology, students are more demanding and willing to use innovative learning methods, also, they will be Seeing forward to living and surviving in the new environment of a smart classroom. This subject gives a framework to clarify how it can be utilized to institute a smart and innovative university campus life to improve the delivery and efficiency of everyday activities with consideration of the social and environmental interactions, and hence provide not only a smart but likewise, a sustainable campus. The use of the internet of things (IOT) is able to exchange and make use of information for students' participation and interaction with the class fellows and teachers in a very suitable way. For the educational assessment of a student's interaction, the measurement of student attentiveness is an indispensable component of it. The need for a high method for assessment also arises in the development of new technology in the mode of a new style of learning. The students experience in using the LMS Moodle for e-learning (electronic learning) so that the students get the full advantage by interacting of this technology and their learning skills increase to a high-level by using learning analytics as discussed in this report. The story explores the applicability of the Raspberry Pi development board or single board computer for teaching enhancement, IoT technologies and environments. The goal of this research is to identify and propose low-cost, efficient and flexible platform which can assist in introducing the IoT paradigm in the teaching process, as considerably as to offer the Provision to fellow students about social behavior and fellow's approachability by using Learning Management System (LMS). © 2019 IEEE.",Big Data; IoT; Learning Analytics; Learning Management System; Raspberry Pi; Smart Classroom,Big data; E-learning; Information management; Information use; Internet of things; Smart city; Educational assessment; Innovative learning; Internet of thing (IOT); Learning Analytics; Learning management system; Single board computers; Smart classroom; Social and environmental; Students
Systematic Literature Review of E-Learning Capabilities to Enhance Organizational Learning,"E-learning systems are receiving ever increasing attention in academia, business and public administration. Major crises, like the pandemic, highlight the tremendous importance of the appropriate development of e-learning systems and its adoption and processes in organizations. Managers and employees who need efficient forms of training and learning flow within organizations do not have to gather in one place at the same time or to travel far away to attend courses. Contemporary affordances of e-learning systems allow users to perform different jobs or tasks for training courses according to their own scheduling, as well as to collaborate and share knowledge and experiences that result in rich learning flows within organizations. The purpose of this article is to provide a systematic review of empirical studies at the intersection of e-learning and organizational learning in order to summarize the current findings and guide future research. Forty-seven peer-reviewed articles were collected from a systematic literature search and analyzed based on a categorization of their main elements. This survey identifies five major directions of the research on the confluence of e-learning and organizational learning during the last decade. Future research should leverage big data produced from the platforms and investigate how the incorporation of advanced learning technologies (e.g., learning analytics, personalized learning) can help increase organizational value. © 2021, The Author(s).",E-learning; Learning environments; Literature review; Organizational learning,
Introducing innovative technologies in higher education: An experience in using geographic information systems for the teaching-learning process,"In today's world, new technologies are being used for the teaching-learning process in the classroom. Their use to support learning can provide significant advantages for the teaching-learning process and have potential benefits for students, as many of these technologies are a part of the work life of many current professions. The aim of this study is to analyse the use of innovative technologies for engineering and science education after examining the data obtained from students in their learning process and experiences. The study has been focused on computational geographic information systems, which allow access to and management of large volumes of information and data, and on the assessment of this tool as a basis for a suitable methodology to enhance the teaching-learning process, taking into account the great social impact of big data. The results allow identifying the main advantages, opportunities, and drawbacks of using these technological tools for educational purposes. Finally, a set of initiatives has been proposed to complement the teaching activity and to improve user experience in the educational field. © 2020 Wiley Periodicals LLC",enhanced science and engineering education; experiential learning; geographic information systems; innovative technologies; learning analytics,Engineering education; Geographic information systems; Information management; Information systems; Information use; Students; User experience; Higher education; Innovative technology; Potential benefits; Science education; Support learning; Teaching activities; Teaching-learning process; Technological tools; Learning systems
Education as a domain of natural data extraction: analysing corporate discourse about educational tracking,"Digital platforms and learning analytics are becoming increasingly widespread in the education sector: commercial corporations argue their benefits for teaching and learning, thereby endorsing the continuous automated collection and processing of student data for measurement, assessment, management, and identity formation. Largely missing in these discourses, however, are the potential costs of datafication for pupils’ and teachers’ agency and the meaning of education itself. This article explores the general discursive framing by which these surveillant practices in education have come to seem natural. Through a study of commercial suppliers of educational platforms, we show how the prevailing vision of datafication in their discourses categorises software systems, not teachers, as central to education, reimagining space, time, and agency within educational processes around the organisation of data systems and the demands of commercial data production. Not only does this legitimate the new connective environment of dataveillance (that is, surveillance through data processing), but it also naturalises a wider normative environment in which teachers and students are assigned new roles and responsibilities. In the process, the panoptic possibilities of ubiquitous commercial access to personal educational data are presented as part of a virtuous circle of knowledge production and even training for good citizenship. This broader rethinking of education through surveillance must itself be critiqued. © 2020, © 2020 Informa UK Limited, trading as Taylor & Francis Group.",Big data; data collection; datafication; dataveillance; surveillance,
Mining activity log data to predict student's outcome in a course,"Use of learning management system (LMS) is very common, which provide support to teaching staff for communication, delivery of resources and in design of learning activities. The wide spread use of technologies like LMS, provide large amount of data. Research shows that higher education institutes can make use of this data to extract data-driven insights to understand the learning process and benefit the students by supporting them in their academics. In this study we used several machine learning algorithms to predict student's outcome in a course using LMS trace data and assessment scores. Selection of the courses is based on the extent the LMS is used and is divided into two categories; distance and internal. This study confirms the importance of LMS data and assessment scores in the prediction of academic performance. However, frequent use of LMS may increase the trace data but it is not necessary improve the predictive accuracy. Predictive models developed for courses, without considering the context of use of LMS data, may not generalize the effects of LMS trace data on student's outcome in the course. © 2019 ACM.",Classification; Education data mining; Learning analytics; Prediction,Big data; Classification (of information); Education computing; Forecasting; Human resource management; Learning algorithms; Machine learning; Students; Academic performance; Higher education; Learning Activity; Learning analytics; Learning management system; Mining activities; Predictive accuracy; Predictive models; Data mining
GAN-based pencil drawing learning system for art education on large-scale image datasets with learning analytics,"We design a generative adversarial network (GAN)-based pencil drawing learning system for art education on large image datasets to help students study how to draw pencil drawings for images and scenes. The system generates a pencil drawing result for a natural image based on GAN. The GAN network is trained on pencil drawing big datasets containing image pairs of natural images and their corresponding pencil drawings. Using the pencil drawing learning system, students can paint pencil drawings whenever they want and for whatever they like by uploading an image of the content they want to draw and getting a pencil drawing example of the uploaded image from the system. With the returned pencil drawing, students will see the pencil drawing effect of natural scenes clearly and realize how to draw the pencil drawing for the natural scene. Besides, with students using the pencil drawing learning system, it will be convenient for teachers assigning homework to students. Teachers can know the learning demands of students by evaluating the hand-in homework and update the content correspondingly. We have conducted two user studies for evaluating the practicality of the system, and the result of the two user studies demonstrated the applicability and practicality of the system. © 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.",art education; GAN; learning analytic; pencil drawing big data; Pencil drawing learning system,
Visual analytics of video-clickstream data and prediction of learners' performance using deep learning models in MOOCs' courses,"The big data stored in massive open online course (MOOC) platforms have become a posed challenge in the Learning Analytics field to analyze the learning behavior of learners, and predict their respective performance, related especially to video lecture data, since most learners view the same online lecture videos. This helps to conduct a comprehensive analysis of such behaviors and explore various learning patterns in MOOC video interactions. This paper aims at presenting a visual analysis, which enables course instructors and education experts to analyze clickstream data that were generated by learner interaction with course videos. It also aims at predicting learner performance, which is a vital decision-making problem, by addressing their issues and improving the educational process. This paper uses a long short-term memory network (LSTM) on implicit features extracted from video-clickstreams data to predict learners' performance and enable instructors to make measures for timely intervention. Results show that the accuracy rate of the proposed model is 89%–95% throughout course weeks. The proposed LSTM model outperforms baseline Deep learning (GRU) and simple recurrent neural network by accuracy of 90.30% in the “Mining of Massive Datasets” course, and the “Automata Theory” accuracy is 89%. © 2020 Wiley Periodicals LLC",deep learning (LSTM); MOOCs courses; prediction; video-clickstream; visual analytics,Decision making; Forecasting; Learning systems; Long short-term memory; Comprehensive analysis; Decision-making problem; Education experts; Educational process; Learner interaction; Massive open online course; Simple recurrent neural networks; Video interactions; Deep learning
Evaluation of key performance indicators (Kpis) for sustainable postgraduate medical training: An opportunity for implementing an innovative approach to advance the quality of training programs at the saudi commission for health specialties (scfhs),"The Kingdom of Saudi Arabia is undergoing a major transformation in response to a revolutionary vision of 2030, given that healthcare reform is one of the top priorities. With the objective of improving healthcare and allied professional performance in the Kingdom to meet the international standards, the Saudi Commission for Health Specialties (SCFHS) has recently developed a strategic plan that focuses on expanding training programs’ capacity to align with the increasing demand for the country’s healthcare workforce, providing comprehensive quality assurance and control to ensure training programs uphold high quality standards, and providing advanced training programs benchmarked against international standards. In this research paper, we describe our attempt for developing a general framework for key performance indicators (KPIs) and the related metrics, with the aim of contributing to developing new strategies for better medical training compatible with the future. We present the results of a survey conducted in the Kingdom of Saudi Arabia (KSA), for the enhancement of quality of postgraduate medical training. The recent developments in the field of learning analytics present an opportunity for utilizing big data and artificial intelligence in the design and implementation of socio-technical systems with significant potential social impact. We summarize the key aspects of the Training Quality Assurance Initiative and suggest a new approach for designing a new data and services ecosystem for personalized health professionals training in the KSA. The study also contributes to the theoretical knowledge on the integration of sustainability and medical training and education by proposing a framework that can enhance future initiatives from various health organizations. © 2020 by the authors. Licensee MDPI, Basel, Switzerland.",Artificial intelligence (AI); Attitudes; Best practices; Framework; Healthcare; Key performance indicators (KPIs); Learning analytics; Medical training; Postgraduate medical training; Residents; Saudi Commission for Health Specialties; Training programs,artificial intelligence; design method; health status; health worker; higher education; learning; qualitative analysis; strategic approach; sustainable development; training; Saudi Arabia
Relational event models for social learning in MOOCs,"We propose three extensions for the relational event framework to model the co-evolution of multiple network event streams which are increasingly available thanks to the explosive growth of online applications. Firstly, a flexible stratification approach is considered to allow for more complex data structures with many types of nodes and events. Secondly, an inference method that combines nested case-control sampling with stratification is discussed to scale the approach to very large data sets. Finally, a suite of new temporal and network statistics is introduced to reflect the potentially complex dependencies among events and observed heterogeneities on nodes and edges.The empirical value of new extensions is demonstrated through an analysis of social learning in Massive Open Online Courses (MOOCs). In particular, three modeling problems are considered from the network perspective: (1) the utility of social factors, performance indicators, and clickstream behaviors in the prediction of course dropout, (2) the social and temporal structure of learner interactions across discussion threads, and (3) the forms of mutual dependence of social learning interactions on prior learning success, and future learning success on forms of prior social learning interaction. © 2015 Elsevier B.V.",MOOCs; Relational event models; Social learning analytics,
Disrupting and democratising higher education provision or entrenching academic elitism: towards a model of MOOCs adoption at African universities,"Challenges of broadening access, escalating cost, maintaining desirable quality and enhancing meaningful learning experiences in African higher education (HE) have spurred debates on how to restructure higher education delivery to meet the diverse needs of heterogeneous learners and adapt pedagogical models to the educational realities of low-income African countries. In view of these complexities, Massive Open Online Courses (MOOCs) have been advanced by Western Consortia, universities and online platform providers as panaceas for disrupting/transforming existing education models African universities. MOOCs have been touted as disruptive innovations with the potential to create new niche markets for HE courses, disrupt traditional models of instruction and content delivery and create new revenue streams for higher education. Yet academic elitism which manifests in the exclusive selection of top American universities to develop, host and deliver MOOCs, MOOC providers’ use of university brand and reputation as benchmarks for charging recruitment fees on headhunters recruiting MOOC graduates and their complex business models involving the sale of students’ big data (e.g. learning analytics) for profit seem to be inconsistent with claims about philanthropic and egalitarian drive of MOOCs. Drawing on disruptive innovation theory and a review of mainstream literature on MOOCs adoption in American and African tertiary sectors, this study argues that behind the MOOC rhetoric of disrupting and democratizing higher education lies the projection of top academic brands on the marketing pedestal, financial piggybacking on the hype and politics of academic exclusion. © 2016, Association for Educational Communications and Technology.",Academic elitism; Democratisation; Disruptive innovation theory; MOOCs,
Model for the collection and analysis of data from teachers and students supported by academic analytics,"Academic Analytics enables an analysis of data that is very important for making decisions in the educational institutional environment, aggregating valuable information in the academic research activity and providing easy to use business intelligence tools. This article shows a proposal for creating an information system based on Academic Analytics, designing a model that is supported by Academic Analytics for the collection and analysis of data from the information systems of educational institutions. The idea that was conceived proposes a system that is capable of displaying statistics on the historical data of students and teachers taken over academic periods, with the purpose of gathering the information that the director, the teacher, and finally the student need for making decisions. The model was validated with information taken from students and teachers during the last five years, and the export format of the data was pdf, csv, and xls files. The findings allow us to state that it is extremely important to analyze the data that is in the information systems of the educational institutions for making decisions. After the validation of the model, it was established that it is a must for students to know the reports of their academic performance in order to carry out a process of self-evaluation, as well as for teachers to be able to see the results of the data obtained in order to carry out processes of self-evaluation, and adaptation of content and dynamics in the classrooms. © 2020 The Authors. Published by Elsevier B.V.",Academic analytics; Analysis of data; Data storage; Education and big data; Learning analytics,Information analysis; Information systems; Information use; Petroleum reservoir evaluation; Academic performance; Academic research; Analysis of data; Educational institutions; Historical data; Making decision; Self evaluation; Students
A machine-learning approach to assess aircraft engine system performance,"Machine learning and big data have become the most disruptive technologies for organizations to improve workplace efficiency and productivity. This work explored the application of machine learning-based predictive analytics that would enable aircraft engine designers to estimate engine system performance quickly during the conceptual design stage. Supervised machine-learning algorithm was employed to study patterns in an open-source database of one-hundred-eighty-three production and research turbofan engines, and built predictive analytics for use in predicting system performance of new turbofan designs. Specifically, the author developed deep-learning analytics to predict turbofan system weight, using turbofan design parameters as the input. The predictive analytics were trained and deployed in Keras, an open-source neural networks API (application program interface) written in Python, with TensorFlow (an open-source Google machine learning library) serving as the backend engine. The current engine-weight prediction results, together with those for the TSFC (thrust specific fuel consumption) and core-size predictions that were studied previously by the author, show that machine learning-based predictive analytics can be an effective, time-saving tool for assessing aircraft engine system performance (TSFC, weight, and core size) during the conceptual design stage. It would enable expeditious identification of the best engine design amongst several candidates. © 2020 ASME",Aircraft engine; Deep learning; Python; TensorFlow,Aircraft engines; Aircraft manufacture; Application programming interfaces (API); Application programs; Conceptual design; Deep learning; Engines; Forecasting; Learning systems; Machine design; Open systems; Predictive analytics; Supervised learning; Turbofan engines; Turbomachinery; Turing machines; Vehicle performance; Application program interfaces; Conceptual design stages; Disruptive technology; Machine learning approaches; Open source database; Supervised machine learning; Thrust specific fuel consumption; Turbofan design; Learning algorithms
